,FIPS,03-01-2020,03-02-2020,03-03-2020,03-04-2020,03-05-2020,03-06-2020,03-07-2020,03-08-2020,03-09-2020,03-10-2020,03-11-2020,03-12-2020,03-13-2020,03-14-2020,03-15-2020,03-16-2020,03-17-2020,03-18-2020,03-19-2020,03-20-2020,03-21-2020,03-22-2020,03-23-2020,03-24-2020,03-25-2020,03-26-2020,03-27-2020,03-28-2020,03-29-2020,03-30-2020,03-31-2020,04-01-2020,04-02-2020,04-03-2020,04-04-2020,04-05-2020,04-06-2020,04-07-2020,04-08-2020,04-09-2020,04-10-2020,04-11-2020,04-12-2020,04-13-2020,04-14-2020,04-15-2020,04-16-2020,04-17-2020,04-18-2020,04-19-2020,04-21-2020,04-22-2020,04-23-2020,04-24-2020,04-25-2020,04-26-2020,04-27-2020,04-28-2020,04-29-2020,04-30-2020,05-01-2020,05-02-2020,05-03-2020,05-04-2020
71,12099,5.5329999999999995,8.015,8.119,8.182,8.478,8.927,7.396,5.226,7.71,7.921,8.139,8.168,8.132,5.7139999999999995,3.984,5.987,5.407,4.364,4.523,5.1160000000000005,2.16,0.894,2.346,2.2359999999999998,2.353,2.0140000000000002,2.0869999999999997,0.72,0.244,1.383,1.232,1.4509999999999998,1.486,1.3259999999999998,0.331,0.042,0.525,0.8290000000000001,0.927,0.953,1.56,0.623,0.039,0.96,0.93,1.196,1.006,1.7309999999999999,0.754,0.127,2.457,2.7569999999999997,2.7030000000000003,2.85,1.3359999999999999,0.10300000000000001,2.612,2.83,2.915,2.359,3.906,2.478,1.472,1.946
72,12103,4.285,6.343999999999999,6.447,6.405,6.587999999999999,6.962999999999999,5.693,3.992,6.156000000000001,6.42,6.421,6.5329999999999995,6.377999999999999,4.656000000000001,3.303,4.971,4.3,3.6260000000000003,3.725,3.832,1.6640000000000001,0.7979999999999999,2.181,1.963,2.085,1.507,1.475,0.389,0.10400000000000001,0.618,0.809,1.01,1.2830000000000001,1.057,0.337,0.034,0.46799999999999997,0.664,0.75,0.728,1.222,0.6709999999999999,0.038,0.556,0.6920000000000001,0.752,0.552,1.591,0.303,0.11900000000000001,2.37,2.397,2.4019999999999997,0.563,1.3,0.51,1.969,2.256,2.26,2.142,3.344,2.387,1.3230000000000002,2.204
73,12011,5.2620000000000005,7.849,7.86,7.896,8.312000000000001,8.638,7.051,4.8660000000000005,7.455,7.65,7.902,7.845,7.695,5.039,3.14,5.386,4.332,3.3810000000000002,3.486,3.986,1.24,0.42200000000000004,1.393,1.173,1.244,1.044,1.111,0.23199999999999998,0.048,0.39799999999999996,0.609,0.56,0.732,0.852,0.135,0.036000000000000004,0.26,0.408,0.43,0.442,0.845,0.182,0.033,0.491,0.455,0.64,0.636,1.189,0.308,0.054000000000000006,1.412,1.5519999999999998,1.58,1.712,0.5329999999999999,0.047,1.504,1.7109999999999999,1.8430000000000002,1.5119999999999998,2.685,1.474,0.631,1.193
74,12086,5.4670000000000005,7.934,7.82,7.949,8.283,8.69,7.428,5.146,7.638,7.747999999999999,7.87,7.781000000000001,7.621,5.354,3.275,5.449,4.5,3.523,3.485,3.952,1.238,0.265,1.422,1.052,0.953,0.733,0.81,0.078,0.038,0.318,0.428,0.419,0.595,0.629,0.08900000000000001,0.033,0.184,0.282,0.262,0.34600000000000003,0.624,0.052000000000000005,0.032,0.45399999999999996,0.391,0.607,0.6779999999999999,1.304,0.35,0.048,1.4169999999999998,1.5659999999999998,1.732,2.055,0.83,0.055,1.716,2.004,2.101,1.9769999999999999,3.094,1.7590000000000001,0.7070000000000001,1.58
75,12031,5.439,8.001,8.196,7.9639999999999995,8.382,8.978,7.414,4.803,7.742999999999999,7.846,8.136000000000001,8.288,8.15,5.932,3.79,5.8839999999999995,5.375,4.518,4.946000000000001,5.228,2.184,0.835,2.8110000000000004,2.805,2.635,2.572,3.263,1.534,0.45799999999999996,1.661,1.7690000000000001,2.1319999999999997,2.82,1.834,0.634,0.046,1.0759999999999998,1.2670000000000001,1.364,1.5919999999999999,2.116,1.19,0.046,0.624,0.867,0.718,2.105,2.635,1.067,0.147,3.634,3.737,3.4589999999999996,3.117,2.378,0.922,3.0380000000000003,3.554,3.366,4.348,5.228,3.8369999999999997,2.182,3.1239999999999997
76,39035,3.451,5.829,5.934,6.025,6.4079999999999995,6.651,5.334,3.6039999999999996,5.751,5.74,5.832999999999999,5.829,5.524,2.966,1.568,3.755,2.529,1.724,1.7009999999999998,2.204,0.061,0.067,0.494,0.053,0.25,0.28,0.32799999999999996,0.04,0.047,0.052000000000000005,0.067,0.095,0.379,0.67,0.166,0.036000000000000004,0.13,0.11599999999999999,0.28,0.066,0.249,0.168,0.035,0.047,0.075,0.076,0.099,0.073,0.076,0.043,0.748,1.1340000000000001,1.3459999999999999,1.3119999999999998,0.773,0.04,1.297,1.556,1.008,1.662,2.4419999999999997,2.221,1.3880000000000001,0.932
77,39061,4.967,7.44,7.694,7.775,8.1,8.631,7.084,5.058,7.4639999999999995,7.557,7.774,7.757999999999999,7.474,3.94,2.447,4.724,3.781,2.634,2.595,3.4139999999999997,0.72,0.531,2.012,0.207,1.151,1.12,1.14,0.51,0.192,0.853,0.66,0.618,1.4340000000000002,1.9409999999999998,1.038,0.053,1.055,1.1320000000000001,1.058,1.439,1.844,1.075,0.045,0.534,0.9740000000000001,1.1079999999999999,1.421,1.574,1.3840000000000001,0.079,2.324,2.8810000000000002,1.8,3.095,1.484,0.071,2.494,2.701,1.785,2.548,4.135,3.628,0.152,2.542
78,12095,6.837000000000001,8.024,8.089,8.211,8.661,9.007,7.744,7.392,8.136000000000001,8.189,8.366,8.552,8.554,6.542000000000001,4.749,6.212000000000001,5.047,4.207,4.023,4.324,1.459,0.424,2.156,1.886,2.544,2.0069999999999997,0.213,0.051,0.039,0.184,0.29,0.486,0.637,0.467,0.07400000000000001,0.028999999999999998,0.21899999999999997,0.34,0.36,0.39399999999999996,0.882,0.26,0.034,0.332,0.41,0.358,0.258,1.308,0.075,0.065,1.71,2.18,2.169,1.085,1.093,0.21,1.89,2.208,2.127,1.8769999999999998,3.553,2.101,1.032,1.7519999999999998
79,48029,5.909,8.499,8.51,8.433,9.286,9.986,8.467,6.131,7.861000000000001,8.458,8.679,8.706,8.783,5.732,3.583,6.178,5.513999999999999,4.957,4.56,4.658,1.263,0.509,2.886,3.014,1.3430000000000002,1.514,2.129,0.7,0.126,0.746,1.492,1.6380000000000001,1.2209999999999999,1.66,0.048,0.053,0.982,1.225,1.2919999999999998,1.127,2.106,0.792,0.049,1.265,1.48,1.834,2.128,2.638,1.077,0.301,2.384,2.1,2.873,3.345,2.089,0.659,2.319,2.52,2.668,3.408,4.822,3.168,1.9240000000000002,2.679
80,13121,7.292000000000001,7.631,7.72,7.707000000000001,8.347999999999999,9.12,8.997,6.841,7.865,7.67,8.082,8.247,7.971,5.669,3.076,4.459,3.3819999999999997,2.496,3.208,3.7030000000000003,2.23,0.544,0.441,0.47,1.048,0.898,1.585,1.034,0.23800000000000002,0.435,0.235,0.72,1.043,0.988,0.15,0.057,0.192,0.222,0.242,0.521,1.422,0.978,0.031,0.32,0.513,0.638,0.8390000000000001,1.7380000000000002,1.141,0.035,1.31,1.4140000000000001,0.408,2.314,2.002,0.428,1.456,1.828,1.294,2.265,4.066,3.818,2.144,2.2159999999999997
81,16001,3.378,6.291,6.5489999999999995,6.485,6.843,7.242999999999999,5.59,3.532,6.318,6.602,6.636,6.664,6.891,4.205,1.92,5.232,4.328,4.196000000000001,3.819,4.146,1.69,0.667,2.512,2.396,2.112,0.823,1.158,0.191,0.037000000000000005,0.38,0.40399999999999997,0.56,0.644,1.25,0.217,0.038,0.515,1.042,1.172,1.165,2.1919999999999997,0.40700000000000003,0.036000000000000004,1.05,0.9540000000000001,0.8270000000000001,1.3780000000000001,2.397,1.155,0.16699999999999998,1.604,1.6680000000000001,1.251,2.0069999999999997,1.153,0.19899999999999998,1.298,1.7,2.1919999999999997,1.787,4.043,2.875,1.435,2.496
82,47037,7.956,7.45,6.194,8.011000000000001,9.104,8.988999999999999,7.876,8.581,7.843999999999999,7.684,8.42,8.087,8.091000000000001,6.0,4.996,5.968999999999999,4.414,3.7030000000000003,4.181,3.596,1.8880000000000001,0.8220000000000001,1.339,0.285,1.7409999999999999,1.9980000000000002,2.353,1.147,0.6759999999999999,0.9229999999999999,0.43,1.1640000000000001,1.72,1.906,0.7040000000000001,0.136,0.727,1.025,0.8059999999999999,1.158,2.108,1.1179999999999999,0.028999999999999998,0.43700000000000006,0.626,1.26,1.7719999999999998,2.611,1.354,0.046,2.84,2.926,2.322,3.3939999999999997,0.629,0.114,2.562,2.9389999999999996,2.088,4.379,5.609,4.032,2.106,4.113
83,48113,6.732,9.311,8.68,7.898,9.408,10.11,8.581,5.905,7.882000000000001,8.549,8.735,8.66,7.771,4.968999999999999,2.78,5.605,4.354,3.563,3.236,3.806,1.405,0.301,2.331,0.44299999999999995,0.868,0.758,1.185,0.39,0.062,0.09,0.794,0.893,0.935,0.898,0.061,0.043,0.43,0.81,0.802,0.823,1.881,0.203,0.046,0.65,0.741,1.192,1.545,1.865,0.892,0.057999999999999996,1.9040000000000001,1.3659999999999999,2.4859999999999998,2.758,1.756,0.287,1.693,1.655,2.173,3.378,4.463,2.866,1.456,2.301
84,48439,6.569,8.981,9.035,8.317,9.835,10.793,9.16,6.476,8.924,9.675,9.886000000000001,9.622,8.149,5.129,3.2060000000000004,6.142,5.294,4.425,4.249,4.848,2.27,0.565,2.833,2.758,1.476,1.6340000000000001,2.3169999999999997,0.998,0.256,0.792,1.796,1.847,1.795,1.9069999999999998,0.23800000000000002,0.052000000000000005,1.27,1.788,1.9140000000000001,1.8359999999999999,2.862,0.9620000000000001,0.065,1.607,1.795,2.326,2.612,3.054,1.896,0.466,3.1210000000000004,2.593,3.5610000000000004,3.852,2.682,1.238,2.891,2.499,3.3739999999999997,3.832,5.071000000000001,3.568,2.332,3.2880000000000003
85,48121,7.577999999999999,10.195,10.308,9.77,11.357000000000001,12.82,10.828,7.497000000000001,9.82,11.124,10.908,10.712,8.86,6.111000000000001,3.887,6.763,5.212999999999999,4.2860000000000005,4.171,5.157,2.628,0.882,2.805,2.524,2.1959999999999997,1.162,1.7480000000000002,1.041,0.34600000000000003,0.37799999999999995,1.556,1.42,1.3419999999999999,1.621,0.408,0.076,1.03,1.618,1.839,1.847,2.955,1.08,0.156,1.5730000000000002,1.588,2.1519999999999997,2.529,3.093,2.352,0.626,2.839,2.0980000000000003,3.362,3.804,3.178,1.557,2.852,2.372,3.344,3.346,4.9319999999999995,3.78,2.7760000000000002,3.49
86,48157,5.917999999999999,10.113999999999999,10.372,10.306,11.017000000000001,11.285,8.675,5.99,9.755,10.311,10.13,9.832,8.619,5.269,3.0980000000000003,6.239,4.926,4.071000000000001,3.963,4.328,1.262,0.33399999999999996,2.508,2.448,0.48200000000000004,0.46,1.051,0.158,0.054000000000000006,0.32799999999999996,0.785,0.866,0.7240000000000001,1.226,0.045,0.045,0.376,0.655,0.7020000000000001,0.639,1.305,0.488,0.035,0.938,0.866,1.3230000000000002,1.41,2.021,0.764,0.043,1.902,1.671,2.456,2.747,1.3880000000000001,0.309,1.81,1.317,1.6380000000000001,2.572,4.093,2.8760000000000003,1.3659999999999999,2.305
87,55079,3.015,5.121,5.2379999999999995,5.268,5.422000000000001,5.69,4.364,3.0,4.659,5.06,4.961,5.287999999999999,5.521,2.722,1.3980000000000001,3.417,2.419,1.1320000000000001,0.9359999999999999,1.5219999999999998,0.048,0.036000000000000004,0.377,0.098,0.057999999999999996,0.047,0.07400000000000001,0.033,0.028999999999999998,0.045,0.043,0.06,0.184,0.514,0.043,0.035,0.054000000000000006,0.294,0.052000000000000005,0.055,0.162,0.054000000000000006,0.031,0.046,0.051,0.07400000000000001,0.115,0.316,0.062,0.037000000000000005,0.409,0.408,0.377,0.737,0.059000000000000004,0.055999999999999994,0.24100000000000002,0.366,0.09699999999999999,1.254,2.752,1.922,1.028,0.51
88,53053,3.938,7.077999999999999,7.336,7.553999999999999,7.847,7.809,5.204,3.4339999999999997,6.667000000000001,7.114,7.051,6.906000000000001,6.487,3.536,1.984,5.218,4.239,4.269,3.505,4.335,0.649,0.08,2.262,1.272,1.023,0.083,0.142,0.038,0.032,0.063,0.29,0.43700000000000006,0.465,0.7979999999999999,0.064,0.037000000000000005,0.725,0.7559999999999999,1.0759999999999998,1.024,1.646,0.107,0.04,0.9640000000000001,1.146,1.403,1.663,2.399,0.062,0.06,0.742,0.616,0.863,1.169,0.062,0.046,1.002,1.079,1.235,1.77,3.5239999999999996,0.384,0.316,1.73
89,48201,6.316,8.717,8.948,8.837,9.644,10.349,8.953,6.501,8.72,9.044,9.168,8.959,8.433,5.885,3.91,6.305,5.246,4.628,4.574,4.711,2.0709999999999997,0.85,3.1310000000000002,3.2760000000000002,1.1420000000000001,1.33,1.953,0.564,0.297,1.04,1.598,1.73,1.646,2.099,0.27899999999999997,0.157,1.112,1.429,1.528,1.5819999999999999,1.992,1.028,0.059000000000000004,1.615,1.8159999999999998,2.177,2.401,2.9389999999999996,1.4780000000000002,0.069,2.946,2.713,3.384,3.6630000000000003,2.306,1.041,2.8139999999999996,2.589,2.627,3.9410000000000003,5.257999999999999,3.824,2.2969999999999997,3.237
90,53077,3.293,5.034,4.893,4.995,5.5729999999999995,5.57,4.353,2.72,4.852,4.691,5.159,5.16,5.081,2.6660000000000004,1.204,4.08,3.458,3.207,3.365,4.013999999999999,0.9329999999999999,0.278,1.829,1.09,1.151,1.41,1.136,0.085,0.043,0.534,1.179,1.354,1.153,1.995,0.12,0.043,1.34,1.415,1.558,1.83,2.003,0.52,0.057,1.5419999999999998,1.8840000000000001,2.208,2.05,2.605,0.7709999999999999,0.19699999999999998,1.695,1.444,1.9140000000000001,1.933,0.27399999999999997,0.077,1.7380000000000002,1.882,1.892,2.552,3.71,1.735,1.197,2.6719999999999997
91,48453,6.872000000000001,7.791,7.7,7.245,8.217,9.122,8.084,6.372000000000001,7.276,7.851,8.124,8.329,8.985,6.37,3.787,5.747999999999999,4.593,3.614,3.216,3.302,0.782,0.401,2.33,2.0869999999999997,0.65,0.797,1.319,0.376,0.113,0.059000000000000004,0.792,0.877,0.441,0.353,0.046,0.047,0.34700000000000003,0.45399999999999996,0.5670000000000001,0.34700000000000003,1.7590000000000001,0.263,0.043,0.6829999999999999,0.643,0.9109999999999999,1.147,1.679,0.49,0.08800000000000001,1.5090000000000001,0.938,2.094,2.633,1.7719999999999998,0.424,1.3419999999999999,1.564,1.4809999999999999,2.9330000000000003,4.399,3.385,2.033,2.1069999999999998
92,49035,1.7080000000000002,7.306,7.456,7.494,7.765,8.217,6.018,2.611,7.106,7.306,7.586,7.5089999999999995,6.971,4.002,1.317,5.415,4.385,1.3159999999999998,2.4859999999999998,2.65,0.617,0.039,1.859,1.666,1.226,1.3430000000000002,1.504,0.045,0.027999999999999997,0.49,0.768,0.435,0.507,0.9540000000000001,0.069,0.027999999999999997,0.35200000000000004,0.7120000000000001,0.9440000000000001,0.8590000000000001,1.6019999999999999,0.325,0.027999999999999997,0.5539999999999999,0.754,0.29600000000000004,0.907,0.97,0.092,0.027000000000000003,1.172,1.24,1.1440000000000001,1.875,0.6809999999999999,0.035,1.194,1.526,1.5819999999999999,2.306,3.3539999999999996,2.1519999999999997,0.111,1.825
93,53033,3.778,6.204,6.101,6.114,5.912000000000001,5.671,4.238,2.6639999999999997,4.473,4.729,4.7,4.345,4.156000000000001,2.418,1.4040000000000001,2.532,1.544,1.564,1.02,2.029,0.14300000000000002,0.052000000000000005,0.218,0.055,0.051,0.034,0.037000000000000005,0.03,0.028999999999999998,0.031,0.038,0.042,0.043,0.047,0.044000000000000004,0.031,0.048,0.042,0.048,0.055999999999999994,0.264,0.039,0.031,0.052000000000000005,0.054000000000000006,0.059000000000000004,0.107,0.34600000000000003,0.038,0.038,0.040999999999999995,0.033,0.039,0.057999999999999996,0.036000000000000004,0.031,0.040999999999999995,0.040999999999999995,0.05,0.061,0.7879999999999999,0.039,0.062,0.046
94,53061,3.412,7.1610000000000005,7.14,7.485,7.2,7.162000000000001,4.255,2.531,5.808,6.153,6.025,5.853,5.364,2.8810000000000002,1.6540000000000001,3.859,2.8,2.98,2.2319999999999998,3.127,0.212,0.046,0.968,0.19899999999999998,0.16399999999999998,0.042,0.047,0.031,0.03,0.037000000000000005,0.040999999999999995,0.055,0.054000000000000006,0.09699999999999999,0.046,0.034,0.156,0.10099999999999999,0.24,0.263,0.747,0.051,0.032,0.242,0.24600000000000002,0.266,0.57,0.925,0.047,0.04,0.13,0.055999999999999994,0.122,0.512,0.040999999999999995,0.035,0.11,0.244,0.447,0.47100000000000003,2.1,0.068,0.064,0.545
95,42069,3.338,5.0169999999999995,4.832,4.716,4.888999999999999,5.74,4.4110000000000005,3.472,4.636,4.998,5.206,5.184,5.207999999999999,3.196,2.4419999999999997,3.799,2.7030000000000003,2.251,2.37,2.375,0.461,0.256,0.054000000000000006,0.736,0.5660000000000001,1.1159999999999999,1.64,0.033,0.038,0.242,0.252,0.618,0.73,0.972,0.11599999999999999,0.071,0.5760000000000001,1.1520000000000001,0.65,0.41200000000000003,0.831,0.5760000000000001,0.04,0.042,0.701,0.847,0.805,0.872,0.1,0.065,0.605,1.386,1.44,1.124,0.9640000000000001,0.038,0.825,1.923,1.517,1.4040000000000001,2.336,2.164,1.932,1.528
96,45079,6.834,7.591,7.24,7.355,7.624,10.011000000000001,8.674,6.077999999999999,8.401,8.811,8.902000000000001,9.079,9.615,6.617999999999999,4.658,6.877000000000001,5.933,4.8660000000000005,5.65,6.067,3.148,0.833,3.1319999999999997,2.5860000000000003,3.719,3.5180000000000002,4.213,2.647,0.452,2.318,2.352,2.46,3.02,3.542,1.85,0.617,2.3040000000000003,2.398,1.719,2.127,3.1010000000000004,1.771,0.046,1.956,3.088,3.1310000000000002,3.234,4.16,2.373,0.084,3.57,4.178999999999999,3.155,4.527,2.888,1.364,3.735,4.319,3.89,4.629,6.249,4.319,2.912,4.1
97,04019,3.992,6.672000000000001,6.63,6.955,7.563,8.054,6.513,4.0889999999999995,7.098,7.235,7.081,7.087999999999999,7.272,4.989,2.908,5.1610000000000005,4.263999999999999,3.054,2.421,3.54,0.748,0.21100000000000002,1.696,1.5319999999999998,1.6840000000000002,1.112,1.3659999999999999,0.145,0.046,0.731,0.812,0.268,0.517,0.805,0.08800000000000001,0.037000000000000005,0.353,0.4,0.324,0.47200000000000003,0.991,0.05,0.033,0.225,0.426,0.7879999999999999,0.769,1.335,0.134,0.042,0.47,0.826,0.748,1.038,0.099,0.037000000000000005,0.5770000000000001,0.613,0.7290000000000001,1.45,2.8080000000000003,1.003,0.171,0.8
98,06075,2.6630000000000003,3.3369999999999997,3.28,3.463,3.42,3.8369999999999997,3.065,2.622,2.699,2.8939999999999997,3.005,2.79,2.984,1.305,0.6709999999999999,1.6480000000000001,0.069,0.08199999999999999,0.042,0.11699999999999999,0.036000000000000004,0.042,0.034,0.027000000000000003,0.042,0.028999999999999998,0.038,0.025,0.021,0.03,0.028999999999999998,0.026000000000000002,0.042,0.043,0.025,0.02,0.023,0.033,0.025,0.027999999999999997,0.05,0.027000000000000003,0.019,0.03,0.027999999999999997,0.027000000000000003,0.024,0.033,0.028999999999999998,0.027000000000000003,0.025,0.027000000000000003,0.026000000000000002,0.032,0.028999999999999998,0.022000000000000002,0.023,0.027000000000000003,0.024,0.034,0.052000000000000005,0.036000000000000004,0.04,0.028999999999999998
99,08041,3.565,5.528,6.811,6.734,7.057,7.735,6.01,4.042,6.6,6.877000000000001,6.979,7.1610000000000005,5.865,3.714,1.719,5.019,3.1639999999999997,3.622,0.25,1.864,0.418,0.179,1.516,1.3969999999999998,1.665,0.057,0.121,0.038,0.037000000000000005,0.07,0.44799999999999995,0.155,0.055,0.051,0.045,0.040999999999999995,0.28,0.315,0.41600000000000004,0.213,0.81,0.281,0.025,0.033,0.055,0.392,0.052000000000000005,0.77,0.078,0.038,0.6829999999999999,1.2930000000000001,1.105,1.52,0.747,0.076,1.6059999999999999,1.725,1.5819999999999999,2.513,4.086,2.16,1.44,2.448
100,08001,3.6439999999999997,7.3870000000000005,7.818,8.121,8.491,8.82,6.704,4.038,7.609,8.046,8.177999999999999,7.869,7.1,3.807,1.9380000000000002,4.933,3.5610000000000004,3.4810000000000003,0.24100000000000002,1.547,0.22399999999999998,0.07200000000000001,1.995,1.181,1.5290000000000001,0.171,0.078,0.036000000000000004,0.031,0.136,0.526,0.47600000000000003,0.051,0.34299999999999997,0.06,0.038,0.45399999999999996,0.47600000000000003,0.486,0.287,1.119,0.24600000000000002,0.023,0.034,0.11199999999999999,0.47,0.032,0.752,0.069,0.042,1.345,1.088,1.3969999999999998,1.334,0.40399999999999997,0.05,1.374,1.3459999999999999,1.3259999999999998,2.013,3.158,1.2919999999999998,0.877,1.599
101,12071,5.858,8.691,8.79,8.846,9.041,9.794,7.814,5.511,8.214,8.607999999999999,8.696,8.884,8.992,6.653,4.334,7.127000000000001,6.317,5.474,5.56,5.86,2.772,0.976,3.398,3.3310000000000004,3.161,2.94,3.205,0.551,0.095,1.479,1.993,2.157,2.582,1.1340000000000001,0.19399999999999998,0.043,0.812,1.166,1.227,1.475,1.966,0.675,0.036000000000000004,1.161,1.499,1.8330000000000002,1.5659999999999998,2.639,0.992,0.113,3.201,3.755,3.616,3.193,1.2890000000000001,0.099,3.613,4.244,4.243,3.447,5.459,3.61,2.2119999999999997,3.8560000000000003
102,09009,3.883,6.16,6.0089999999999995,6.249,6.647,6.875,5.561,3.8280000000000003,6.0889999999999995,6.321000000000001,6.114,6.14,5.306,3.7,2.063,4.004,2.6830000000000003,2.502,2.154,2.94,1.058,0.225,0.18899999999999997,0.645,0.36200000000000004,1.294,1.5419999999999998,0.07,0.034,0.098,0.311,0.426,0.498,0.42,0.302,0.049,0.528,0.5870000000000001,0.16899999999999998,0.064,0.514,0.268,0.04,0.035,0.649,0.682,0.5489999999999999,1.181,0.051,0.08,0.382,1.29,1.265,1.075,1.516,0.039,0.6,1.7619999999999998,1.2690000000000001,0.902,1.824,2.0980000000000003,1.686,1.284
103,12057,6.33,8.227,8.18,8.241,8.636000000000001,9.259,7.928,5.575,8.022,8.282,8.484,8.504,8.511000000000001,6.196000000000001,4.178,6.245,5.32,4.328,4.235,4.543,2.108,0.8859999999999999,2.528,2.009,2.261,1.943,2.25,0.18899999999999997,0.053,0.6729999999999999,0.972,1.217,1.369,1.338,0.341,0.035,0.602,0.7440000000000001,0.845,0.88,1.463,0.774,0.037000000000000005,0.715,0.8079999999999999,1.058,0.799,1.8840000000000001,0.4,0.14800000000000002,2.628,2.965,2.81,1.128,1.744,0.568,2.452,2.964,2.8169999999999997,2.765,4.202,3.062,1.53,2.258
104,13089,5.0969999999999995,6.995,6.848,6.856,7.108,8.022,7.132000000000001,4.803999999999999,7.071000000000001,7.1339999999999995,7.2139999999999995,7.257999999999999,6.597,4.184,1.724,3.4610000000000003,2.269,1.716,2.122,2.678,0.833,0.065,0.078,0.188,0.41200000000000003,0.303,0.6609999999999999,0.299,0.044000000000000004,0.077,0.053,0.135,0.35,0.396,0.049,0.038,0.055,0.057999999999999996,0.061,0.076,0.348,0.156,0.027999999999999997,0.066,0.13699999999999998,0.14300000000000002,0.25,0.639,0.255,0.027999999999999997,0.522,0.612,0.10099999999999999,1.256,0.653,0.063,0.532,0.665,0.415,1.168,2.5580000000000003,2.005,0.612,0.55
105,13095,4.698,7.335,7.398,6.3629999999999995,6.638999999999999,7.813,6.222,5.06,7.11,7.3229999999999995,7.763,7.6,7.199,4.904,3.637,5.377000000000001,4.7410000000000005,4.98,4.993,5.043,1.186,0.478,2.9819999999999998,3.279,3.86,2.905,3.353,1.464,0.491,2.698,1.8090000000000002,2.988,3.281,3.029,0.728,0.11599999999999999,1.9240000000000002,1.96,2.479,2.821,3.6010000000000004,2.745,0.096,2.471,2.8369999999999997,2.951,3.46,4.112,2.612,0.067,3.766,4.19,1.883,4.6080000000000005,3.214,1.208,3.984,4.268,3.986,5.2829999999999995,6.29,4.5360000000000005,2.407,4.814
106,47157,6.497999999999999,8.372,8.677999999999999,8.747,9.496,10.376,8.979,6.819,7.94,8.512,8.129,8.669,8.613999999999999,5.496,3.773,6.37,6.216,4.915,5.004,5.56,2.6260000000000003,0.29600000000000004,3.63,2.546,2.0669999999999997,2.9389999999999996,3.1689999999999996,1.041,0.7190000000000001,1.734,1.882,2.8169999999999997,2.8,3.214,1.393,0.484,2.127,1.975,2.32,2.7910000000000004,3.0839999999999996,2.1069999999999998,0.037000000000000005,2.242,2.352,2.9960000000000004,3.283,3.9419999999999997,2.667,0.061,3.845,3.315,3.1489999999999996,4.32,2.0780000000000003,1.22,3.622,3.7039999999999997,3.8139999999999996,4.976,5.978,4.251,2.412,4.146
107,44007,3.5839999999999996,5.247999999999999,5.044,5.257999999999999,5.575,5.902,4.651,3.3139999999999996,5.079,5.019,5.1080000000000005,5.31,4.896,3.175,1.682,2.929,1.732,2.0269999999999997,1.3659999999999999,2.403,0.513,0.076,0.262,0.348,0.249,0.579,1.092,0.159,0.031,0.052000000000000005,0.201,0.08800000000000001,0.146,0.081,0.09300000000000001,0.04,0.225,0.292,0.066,0.046,0.518,0.083,0.037000000000000005,0.032,0.252,0.188,0.187,0.5820000000000001,0.034,0.049,0.10099999999999999,0.619,0.934,0.261,0.8220000000000001,0.037000000000000005,0.1,0.7170000000000001,0.934,0.382,1.246,1.4080000000000001,0.99,0.466
108,42011,3.929,6.57,6.4110000000000005,6.6979999999999995,6.8839999999999995,7.596,6.228,4.2860000000000005,6.5329999999999995,6.602,6.928999999999999,6.641,6.638,4.122,2.244,4.895,3.0460000000000003,2.972,2.7880000000000003,3.0460000000000003,0.193,0.05,0.08199999999999999,0.426,0.154,0.966,1.5230000000000001,0.03,0.033,0.131,0.091,0.363,0.43,0.445,0.055,0.046,0.43200000000000005,0.537,0.584,0.122,0.26,0.16899999999999998,0.035,0.040999999999999995,0.33,0.536,0.424,1.02,0.063,0.046,0.682,1.7169999999999999,1.459,1.247,0.818,0.031,1.12,2.092,1.815,1.055,2.4730000000000003,2.258,1.064,1.298
109,46099,4.117,5.625,5.781000000000001,5.792000000000001,5.7379999999999995,6.332000000000001,5.43,4.09,5.642,5.64,5.707000000000001,5.752000000000001,5.836,3.0039999999999996,2.093,4.621,4.507,4.0680000000000005,3.5980000000000003,3.9019999999999997,1.6380000000000001,0.564,3.133,3.238,2.929,2.867,3.465,0.258,0.359,2.695,2.772,2.755,2.092,2.366,0.8809999999999999,0.24600000000000002,2.589,2.714,2.511,2.168,2.725,1.1059999999999999,0.03,1.538,1.7169999999999999,2.1830000000000003,2.085,2.84,1.796,0.17600000000000002,3.048,2.951,3.138,3.0869999999999997,1.073,0.48200000000000004,2.875,2.5140000000000002,3.095,4.072,5.236000000000001,3.633,2.5069999999999997,2.392
